REF_DATE,GEO,Statistics,UOM,COORDINATE,VALUE
2012,"Winnipeg, Manitoba [46602]",Percent change in non-violent crime severity index,Percent,29.6,-2.18
2012,"Winnipeg, Manitoba [46602]",Youth crime severity index,Index,29.7,
2012,"Winnipeg, Manitoba [46602]",Percent change in youth crime severity index,Percent,29.8,
2012,"Winnipeg, Manitoba [46602]",Youth violent crime severity index,Index,29.9,
2012,"Winnipeg, Manitoba [46602]",Percent change in youth violent crime severity index,Percent,29.1,
2012,"Winnipeg, Manitoba [46602]",Youth non-violent crime severity index,Index,29.11,
2012,"Winnipeg, Manitoba [46602]",Percent change in youth non-violent crime severity index,Percent,29.12,
2012,"Winnipeg, Manitoba [46602]",Weighted clearance rate,Number,29.13,36.22
2012,"Winnipeg, Manitoba [46602]",Percent change in weighted clearance rate,Percent,29.14,0.03
2012,"Winnipeg, Manitoba [46602]",Violent weighted clearance rate,Number,29.15,51.1
2012,"Winnipeg, Manitoba [46602]",Percent change in violent weighted clearance rate,Percent,29.16,-1.37
2012,"Winnipeg, Manitoba [46602]",Non-violent weighted clearance rate,Number,29.17,26.14
2012,"Winnipeg, Manitoba [46602]",Percent change in non-violent weighted clearance rate,Percent,29.18,5.15
2012,Saskatchewan [47],Crime severity index,Index,30.1,138.8
2012,Saskatchewan [47],Percent change in crime severity index,Percent,30.2,-3.36
2012,Saskatchewan [47],Violent crime severity index,Index,30.3,133.85
2012,Saskatchewan [47],Percent change in violent crime severity index,Percent,30.4,-6.32
2012,Saskatchewan [47],Non-violent crime severity index,Index,30.5,140.32
2012,Saskatchewan [47],Percent change in non-violent crime severity index,Percent,30.6,-2.28
2012,Saskatchewan [47],Youth crime severity index,Index,30.7,207.52
2012,Saskatchewan [47],Percent change in youth crime severity index,Percent,30.8,-6.47
2012,Saskatchewan [47],Youth violent crime severity index,Index,30.9,163.29
2012,Saskatchewan [47],Percent change in youth violent crime severity index,Percent,30.1,5.33
2012,Saskatchewan [47],Youth non-violent crime severity index,Index,30.11,237.93
2012,Saskatchewan [47],Percent change in youth non-violent crime severity index,Percent,30.12,-11.3
2012,Saskatchewan [47],Weighted clearance rate,Number,30.13,50.26
2012,Saskatchewan [47],Percent change in weighted clearance rate,Percent,30.14,1.93
2012,Saskatchewan [47],Violent weighted clearance rate,Number,30.15,70.27
2012,Saskatchewan [47],Percent change in violent weighted clearance rate,Percent,30.16,3.34
2012,Saskatchewan [47],Non-violent weighted clearance rate,Number,30.17,43.32
2012,Saskatchewan [47],Percent change in non-violent weighted clearance rate,Percent,30.18,1.81
2012,"Regina, Saskatchewan [47705]",Crime severity index,Index,31.1,117.39
2012,"Regina, Saskatchewan [47705]",Percent change in crime severity index,Percent,31.2,-5.48
2012,"Regina, Saskatchewan [47705]",Violent crime severity index,Index,31.3,110.66
2012,"Regina, Saskatchewan [47705]",Percent change in violent crime severity index,Percent,31.4,-8.88
2012,"Regina, Saskatchewan [47705]",Non-violent crime severity index,Index,31.5,119.6
2012,"Regina, Saskatchewan [47705]",Percent change in non-violent crime severity index,Percent,31.6,-4.27
2012,"Regina, Saskatchewan [47705]",Youth crime severity index,Index,31.7,
2012,"Regina, Saskatchewan [47705]",Percent change in youth crime severity index,Percent,31.8,
2012,"Regina, Saskatchewan [47705]",Youth violent crime severity index,Index,31.9,
2012,"Regina, Saskatchewan [47705]",Percent change in youth violent crime severity index,Percent,31.1,
2012,"Regina, Saskatchewan [47705]",Youth non-violent crime severity index,Index,31.11,
2012,"Regina, Saskatchewan [47705]",Percent change in youth non-violent crime severity index,Percent,31.12,
2012,"Regina, Saskatchewan [47705]",Weighted clearance rate,Number,31.13,40.42
2012,"Regina, Saskatchewan [47705]",Percent change in weighted clearance rate,Percent,31.14,-6.35
2012,"Regina, Saskatchewan [47705]",Violent weighted clearance rate,Number,31.15,60.3
2012,"Regina, Saskatchewan [47705]",Percent change in violent weighted clearance rate,Percent,31.16,-5.63
2012,"Regina, Saskatchewan [47705]",Non-violent weighted clearance rate,Number,31.17,33.73
2012,"Regina, Saskatchewan [47705]",Percent change in non-violent weighted clearance rate,Percent,31.18,-5.83
2012,"Saskatoon, Saskatchewan [47725]",Crime severity index,Index,32.1,107.72
2012,"Saskatoon, Saskatchewan [47725]",Percent change in crime severity index,Percent,32.2,-6.2
2012,"Saskatoon, Saskatchewan [47725]",Violent crime severity index,Index,32.3,127.09
2012,"Saskatoon, Saskatchewan [47725]",Percent change in violent crime severity index,Percent,32.4,-2.6
2012,"Saskatoon, Saskatchewan [47725]",Non-violent crime severity index,Index,32.5,100.45
2012,"Saskatoon, Saskatchewan [47725]",Percent change in non-violent crime severity index,Percent,32.6,-7.77
2012,"Saskatoon, Saskatchewan [47725]",Youth crime severity index,Index,32.7,
2012,"Saskatoon, Saskatchewan [47725]",Percent change in youth crime severity index,Percent,32.8,
2012,"Saskatoon, Saskatchewan [47725]",Youth violent crime severity index,Index,32.9,
2012,"Saskatoon, Saskatchewan [47725]",Percent change in youth violent crime severity index,Percent,32.1,
2012,"Saskatoon, Saskatchewan [47725]",Youth non-violent crime severity index,Index,32.11,
2012,"Saskatoon, Saskatchewan [47725]",Percent change in youth non-violent crime severity index,Percent,32.12,
2012,"Saskatoon, Saskatchewan [47725]",Weighted clearance rate,Number,32.13,39.42
2012,"Saskatoon, Saskatchewan [47725]",Percent change in weighted clearance rate,Percent,32.14,6.34
2012,"Saskatoon, Saskatchewan [47725]",Violent weighted clearance rate,Number,32.15,45.94
2012,"Saskatoon, Saskatchewan [47725]",Percent change in violent weighted clearance rate,Percent,32.16,5.78
2012,"Saskatoon, Saskatchewan [47725]",Non-violent weighted clearance rate,Number,32.17,36.42
2012,"Saskatoon, Saskatchewan [47725]",Percent change in non-violent weighted clearance rate,Percent,32.18,6.18
2012,Alberta [48],Crime severity index,Index,33.1,86.13
2012,Alberta [48],Percent change in crime severity index,Percent,33.2,-1.59
2012,Alberta [48],Violent crime severity index,Index,33.3,88.88
2012,Alberta [48],Percent change in violent crime severity index,Percent,33.4,-6.13
2012,Alberta [48],Non-violent crime severity index,Index,33.5,84.94
2012,Alberta [48],Percent change in non-violent crime severity index,Percent,33.6,0.24
2012,Alberta [48],Youth crime severity index,Index,33.7,79.86
2012,Alberta [48],Percent change in youth crime severity index,Percent,33.8,-2.19
2012,Alberta [48],Youth violent crime severity index,Index,33.9,71.45
2012,Alberta [48],Percent change in youth violent crime severity index,Percent,33.1,-5.61
2012,Alberta [48],Youth non-violent crime severity index,Index,33.11,85.47
2012,Alberta [48],Percent change in youth non-violent crime severity index,Percent,33.12,-0.04
2012,Alberta [48],Weighted clearance rate,Number,33.13,42.92
2012,Alberta [48],Percent change in weighted clearance rate,Percent,33.14,-2.12
2012,Alberta [48],Violent weighted clearance rate,Number,33.15,63.21
2012,Alberta [48],Percent change in violent weighted clearance rate,Percent,33.16,1.72
2012,Alberta [48],Non-violent weighted clearance rate,Number,33.17,35.2
2012,Alberta [48],Percent change in non-violent weighted clearance rate,Percent,33.18,-3.32
2012,"Lethbridge, Alberta [48810]",Crime severity index,Index,50.1,
2012,"Lethbridge, Alberta [48810]",Percent change in crime severity index,Percent,50.2,
2012,"Lethbridge, Alberta [48810]",Violent crime severity index,Index,50.3,
2012,"Lethbridge, Alberta [48810]",Percent change in violent crime severity index,Percent,50.4,
2012,"Lethbridge, Alberta [48810]",Non-violent crime severity index,Index,50.5,
2012,"Lethbridge, Alberta [48810]",Percent change in non-violent crime severity index,Percent,50.6,
2012,"Lethbridge, Alberta [48810]",Youth crime severity index,Index,50.7,
2012,"Lethbridge, Alberta [48810]",Percent change in youth crime severity index,Percent,50.8,
2012,"Lethbridge, Alberta [48810]",Youth violent crime severity index,Index,50.9,
2012,"Lethbridge, Alberta [48810]",Percent change in youth violent crime severity index,Percent,50.1,
2012,"Lethbridge, Alberta [48810]",Youth non-violent crime severity index,Index,50.11,
2012,"Lethbridge, Alberta [48810]",Percent change in youth non-violent crime severity index,Percent,50.12,
2012,"Lethbridge, Alberta [48810]",Weighted clearance rate,Number,50.13,
2012,"Lethbridge, Alberta [48810]",Percent change in weighted clearance rate,Percent,50.14,
2012,"Lethbridge, Alberta [48810]",Violent weighted clearance rate,Number,50.15,
2012,"Lethbridge, Alberta [48810]",Percent change in violent weighted clearance rate,Percent,50.16,
2012,"Lethbridge, Alberta [48810]",Non-violent weighted clearance rate,Number,50.17,
2012,"Lethbridge, Alberta [48810]",Percent change in non-violent weighted clearance rate,Percent,50.18,
2012,"Calgary, Alberta [48825]",Crime severity index,Index,34.1,61.28
2012,"Calgary, Alberta [48825]",Percent change in crime severity index,Percent,34.2,-6.26
2012,"Calgary, Alberta [48825]",Violent crime severity index,Index,34.3,61.83
2012,"Calgary, Alberta [48825]",Percent change in violent crime severity index,Percent,34.4,-11.77
2012,"Calgary, Alberta [48825]",Non-violent crime severity index,Index,34.5,60.95
2012,"Calgary, Alberta [48825]",Percent change in non-violent crime severity index,Percent,34.6,-4.05
2012,"Calgary, Alberta [48825]",Youth crime severity index,Index,34.7,
2012,"Calgary, Alberta [48825]",Percent change in youth crime severity index,Percent,34.8,
2012,"Calgary, Alberta [48825]",Youth violent crime severity index,Index,34.9,
2012,"Calgary, Alberta [48825]",Percent change in youth violent crime severity index,Percent,34.1,
2012,"Calgary, Alberta [48825]",Youth non-violent crime severity index,Index,34.11,
2012,"Calgary, Alberta [48825]",Percent change in youth non-violent crime severity index,Percent,34.12,
2012,"Calgary, Alberta [48825]",Weighted clearance rate,Number,34.13,35.67
2012,"Calgary, Alberta [48825]",Percent change in weighted clearance rate,Percent,34.14,-1.16
2012,"Calgary, Alberta [48825]",Violent weighted clearance rate,Number,34.15,54.28
2012,"Calgary, Alberta [48825]",Percent change in violent weighted clearance rate,Percent,34.16,3.92
2012,"Calgary, Alberta [48825]",Non-violent weighted clearance rate,Number,34.17,28.8
2012,"Calgary, Alberta [48825]",Percent change in non-violent weighted clearance rate,Percent,34.18,-2.77
2012,"Edmonton, Alberta [48835]",Crime severity index,Index,35.1,84.68
2012,"Edmonton, Alberta [48835]",Percent change in crime severity index,Percent,35.2,-2.72
2012,"Edmonton, Alberta [48835]",Violent crime severity index,Index,35.3,96.09
2012,"Edmonton, Alberta [48835]",Percent change in violent crime severity index,Percent,35.4,-8.23
2012,"Edmonton, Alberta [48835]",Non-violent crime severity index,Index,35.5,80.35
2012,"Edmonton, Alberta [48835]",Percent change in non-violent crime severity index,Percent,35.6,-0.12
2012,"Edmonton, Alberta [48835]",Youth crime severity index,Index,35.7,
2012,"Edmonton, Alberta [48835]",Percent change in youth crime severity index,Percent,35.8,
2012,"Edmonton, Alberta [48835]",Youth violent crime severity index,Index,35.9,
2012,"Edmonton, Alberta [48835]",Percent change in youth violent crime severity index,Percent,35.1,
2012,"Edmonton, Alberta [48835]",Youth non-violent crime severity index,Index,35.11,
2012,"Edmonton, Alberta [48835]",Percent change in youth non-violent crime severity index,Percent,35.12,
2012,"Edmonton, Alberta [48835]",Weighted clearance rate,Number,35.13,41.79
2012,"Edmonton, Alberta [48835]",Percent change in weighted clearance rate,Percent,35.14,-1.16
2012,"Edmonton, Alberta [48835]",Violent weighted clearance rate,Number,35.15,54.38
2012,"Edmonton, Alberta [48835]",Percent change in violent weighted clearance rate,Percent,35.16,-0.91
2012,"Edmonton, Alberta [48835]",Non-violent weighted clearance rate,Number,35.17,36.32
2012,"Edmonton, Alberta [48835]",Percent change in non-violent weighted clearance rate,Percent,35.18,0.03
2012,British Columbia [59],Crime severity index,Index,36.1,94.53
2012,British Columbia [59],Percent change in crime severity index,Percent,36.2,-2.24
2012,British Columbia [59],Violent crime severity index,Index,36.3,90.6
2012,British Columbia [59],Percent change in violent crime severity index,Percent,36.4,-5.61
2012,British Columbia [59],Non-violent crime severity index,Index,36.5,95.77
2012,British Columbia [59],Percent change in non-violent crime severity index,Percent,36.6,-1.03
2012,British Columbia [59],Youth crime severity index,Index,36.7,57.51
2012,British Columbia [59],Percent change in youth crime severity index,Percent,36.8,-4.82
2012,British Columbia [59],Youth violent crime severity index,Index,36.9,55.12
2012,British Columbia [59],Percent change in youth violent crime severity index,Percent,36.1,-6.39
2012,British Columbia [59],Youth non-violent crime severity index,Index,36.11,58.95
2012,British Columbia [59],Percent change in youth non-violent crime severity index,Percent,36.12,-3.74
2012,British Columbia [59],Weighted clearance rate,Number,36.13,29.65
2012,British Columbia [59],Percent change in weighted clearance rate,Percent,36.14,-3.58
2012,British Columbia [59],Violent weighted clearance rate,Number,36.15,49.42
2012,British Columbia [59],Percent change in violent weighted clearance rate,Percent,36.16,-0.56
2012,British Columbia [59],Non-violent weighted clearance rate,Number,36.17,22.85
2012,British Columbia [59],Percent change in non-violent weighted clearance rate,Percent,36.18,-4.43
2012,"Kelowna, British Columbia [59915]",Crime severity index,Index,48.1,104.61
2012,"Kelowna, British Columbia [59915]",Percent change in crime severity index,Percent,48.2,6.38
2012,"Kelowna, British Columbia [59915]",Violent crime severity index,Index,48.3,85.65
2012,"Kelowna, British Columbia [59915]",Percent change in violent crime severity index,Percent,48.4,-1.06
2012,"Kelowna, British Columbia [59915]",Non-violent crime severity index,Index,48.5,111.29
2012,"Kelowna, British Columbia [59915]",Percent change in non-violent crime severity index,Percent,48.6,8.67
2012,"Kelowna, British Columbia [59915]",Youth crime severity index,Index,48.7,
2012,"Kelowna, British Columbia [59915]",Percent change in youth crime severity index,Percent,48.8,
2012,"Kelowna, British Columbia [59915]",Youth violent crime severity index,Index,48.9,
2012,"Kelowna, British Columbia [59915]",Percent change in youth violent crime severity index,Percent,48.1,
2012,"Kelowna, British Columbia [59915]",Youth non-violent crime severity index,Index,48.11,
2012,"Kelowna, British Columbia [59915]",Percent change in youth non-violent crime severity index,Percent,48.12,
2012,"Kelowna, British Columbia [59915]",Weighted clearance rate,Number,48.13,29.89
