REF_DATE,GEO,Statistics,UOM,COORDINATE,VALUE
2012,Ontario [35],Weighted clearance rate,Number,16.13,43.34
2012,Ontario [35],Percent change in weighted clearance rate,Percent,16.14,0.74
2012,Ontario [35],Violent weighted clearance rate,Number,16.15,63.17
2012,Ontario [35],Percent change in violent weighted clearance rate,Percent,16.16,1.77
2012,Ontario [35],Non-violent weighted clearance rate,Number,16.17,34.14
2012,Ontario [35],Percent change in non-violent weighted clearance rate,Percent,16.18,-0.06
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Crime severity index,Index,17.1,59.96
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in crime severity index,Percent,17.2,0.94
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Violent crime severity index,Index,17.3,61.46
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in violent crime severity index,Percent,17.4,-3.88
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Non-violent crime severity index,Index,17.5,59.29
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in non-violent crime severity index,Percent,17.6,2.9
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Youth crime severity index,Index,17.7,
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in youth crime severity index,Percent,17.8,
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Youth violent crime severity index,Index,17.9,
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in youth violent crime severity index,Percent,17.1,
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Youth non-violent crime severity index,Index,17.11,
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in youth non-violent crime severity index,Percent,17.12,
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Weighted clearance rate,Number,17.13,41.39
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in weighted clearance rate,Percent,17.14,0.24
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Violent weighted clearance rate,Number,17.15,65.29
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in violent weighted clearance rate,Percent,17.16,10.77
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Non-violent weighted clearance rate,Number,17.17,32.37
2012,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in non-violent weighted clearance rate,Percent,17.18,-5.27
2012,"Ottawa-Gatineau, Ontario part [35505]",Crime severity index,Index,18.1,58.09
2012,"Ottawa-Gatineau, Ontario part [35505]",Percent change in crime severity index,Percent,18.2,0.38
2012,"Ottawa-Gatineau, Ontario part [35505]",Violent crime severity index,Index,18.3,58.3
2012,"Ottawa-Gatineau, Ontario part [35505]",Percent change in violent crime severity index,Percent,18.4,-5.34
2012,"Ottawa-Gatineau, Ontario part [35505]",Non-violent crime severity index,Index,18.5,57.89
2012,"Ottawa-Gatineau, Ontario part [35505]",Percent change in non-violent crime severity index,Percent,18.6,2.64
2012,"Ottawa-Gatineau, Ontario part [35505]",Youth crime severity index,Index,18.7,
2012,"Ottawa-Gatineau, Ontario part [35505]",Percent change in youth crime severity index,Percent,18.8,
2012,"Ottawa-Gatineau, Ontario part [35505]",Youth violent crime severity index,Index,18.9,
2012,"Ottawa-Gatineau, Ontario part [35505]",Percent change in youth violent crime severity index,Percent,18.1,
2012,"Ottawa-Gatineau, Ontario part [35505]",Youth non-violent crime severity index,Index,18.11,
2012,"Ottawa-Gatineau, Ontario part [35505]",Percent change in youth non-violent crime severity index,Percent,18.12,
2012,"Ottawa-Gatineau, Ontario part [35505]",Weighted clearance rate,Number,18.13,39.35
2012,"Ottawa-Gatineau, Ontario part [35505]",Percent change in weighted clearance rate,Percent,18.14,1
2012,"Ottawa-Gatineau, Ontario part [35505]",Violent weighted clearance rate,Number,18.15,61.55
2012,"Ottawa-Gatineau, Ontario part [35505]",Percent change in violent weighted clearance rate,Percent,18.16,16.13
2012,"Ottawa-Gatineau, Ontario part [35505]",Non-violent weighted clearance rate,Number,18.17,31.21
2012,"Ottawa-Gatineau, Ontario part [35505]",Percent change in non-violent weighted clearance rate,Percent,18.18,-6.5
2012,"Kingston, Ontario [35521]",Crime severity index,Index,27.1,58.29
2012,"Kingston, Ontario [35521]",Percent change in crime severity index,Percent,27.2,-1.69
2012,"Kingston, Ontario [35521]",Violent crime severity index,Index,27.3,53.51
2012,"Kingston, Ontario [35521]",Percent change in violent crime severity index,Percent,27.4,10.47
2012,"Kingston, Ontario [35521]",Non-violent crime severity index,Index,27.5,59.9
2012,"Kingston, Ontario [35521]",Percent change in non-violent crime severity index,Percent,27.6,-5.09
2012,"Kingston, Ontario [35521]",Youth crime severity index,Index,27.7,
2012,"Kingston, Ontario [35521]",Percent change in youth crime severity index,Percent,27.8,
2012,"Kingston, Ontario [35521]",Youth violent crime severity index,Index,27.9,
2012,"Kingston, Ontario [35521]",Percent change in youth violent crime severity index,Percent,27.1,
2012,"Kingston, Ontario [35521]",Youth non-violent crime severity index,Index,27.11,
2012,"Kingston, Ontario [35521]",Percent change in youth non-violent crime severity index,Percent,27.12,
2012,"Kingston, Ontario [35521]",Weighted clearance rate,Number,27.13,46.2
2012,"Kingston, Ontario [35521]",Percent change in weighted clearance rate,Percent,27.14,-2.47
2012,"Kingston, Ontario [35521]",Violent weighted clearance rate,Number,27.15,70.32
2012,"Kingston, Ontario [35521]",Percent change in violent weighted clearance rate,Percent,27.16,-1.58
2012,"Kingston, Ontario [35521]",Non-violent weighted clearance rate,Number,27.17,38.36
2012,"Kingston, Ontario [35521]",Percent change in non-violent weighted clearance rate,Percent,27.18,-5.61
2012,"Belleville-Quinte West, Ontario [35522]",Crime severity index,Index,49.1,
2012,"Belleville-Quinte West, Ontario [35522]",Percent change in crime severity index,Percent,49.2,
2012,"Belleville-Quinte West, Ontario [35522]",Violent crime severity index,Index,49.3,
2012,"Belleville-Quinte West, Ontario [35522]",Percent change in violent crime severity index,Percent,49.4,
2012,"Belleville-Quinte West, Ontario [35522]",Non-violent crime severity index,Index,49.5,
2012,"Belleville-Quinte West, Ontario [35522]",Percent change in non-violent crime severity index,Percent,49.6,
2012,"Belleville-Quinte West, Ontario [35522]",Youth crime severity index,Index,49.7,
2012,"Belleville-Quinte West, Ontario [35522]",Percent change in youth crime severity index,Percent,49.8,
2012,"Belleville-Quinte West, Ontario [35522]",Youth violent crime severity index,Index,49.9,
2012,"Belleville-Quinte West, Ontario [35522]",Percent change in youth violent crime severity index,Percent,49.1,
2012,"Belleville-Quinte West, Ontario [35522]",Youth non-violent crime severity index,Index,49.11,
2012,"Belleville-Quinte West, Ontario [35522]",Percent change in youth non-violent crime severity index,Percent,49.12,
2012,"Belleville-Quinte West, Ontario [35522]",Weighted clearance rate,Number,49.13,
2012,"Belleville-Quinte West, Ontario [35522]",Percent change in weighted clearance rate,Percent,49.14,
2012,"Belleville-Quinte West, Ontario [35522]",Violent weighted clearance rate,Number,49.15,
2012,"Belleville-Quinte West, Ontario [35522]",Percent change in violent weighted clearance rate,Percent,49.16,
2012,"Belleville-Quinte West, Ontario [35522]",Non-violent weighted clearance rate,Number,49.17,
2012,"Belleville-Quinte West, Ontario [35522]",Percent change in non-violent weighted clearance rate,Percent,49.18,
2012,"Peterborough, Ontario [35529]",Crime severity index,Index,44.1,63.56
2012,"Peterborough, Ontario [35529]",Percent change in crime severity index,Percent,44.2,-0.39
2012,"Peterborough, Ontario [35529]",Violent crime severity index,Index,44.3,66.31
2012,"Peterborough, Ontario [35529]",Percent change in violent crime severity index,Percent,44.4,7.51
2012,"Peterborough, Ontario [35529]",Non-violent crime severity index,Index,44.5,62.43
2012,"Peterborough, Ontario [35529]",Percent change in non-violent crime severity index,Percent,44.6,-3.13
2012,"Peterborough, Ontario [35529]",Youth crime severity index,Index,44.7,
2012,"Peterborough, Ontario [35529]",Percent change in youth crime severity index,Percent,44.8,
2012,"Peterborough, Ontario [35529]",Youth violent crime severity index,Index,44.9,
2012,"Peterborough, Ontario [35529]",Percent change in youth violent crime severity index,Percent,44.1,
2012,"Peterborough, Ontario [35529]",Youth non-violent crime severity index,Index,44.11,
2012,"Peterborough, Ontario [35529]",Percent change in youth non-violent crime severity index,Percent,44.12,
2012,"Peterborough, Ontario [35529]",Weighted clearance rate,Number,44.13,52.97
2012,"Peterborough, Ontario [35529]",Percent change in weighted clearance rate,Percent,44.14,-4.78
2012,"Peterborough, Ontario [35529]",Violent weighted clearance rate,Number,44.15,80.73
2012,"Peterborough, Ontario [35529]",Percent change in violent weighted clearance rate,Percent,44.16,-1.64
2012,"Peterborough, Ontario [35529]",Non-violent weighted clearance rate,Number,44.17,42.25
2012,"Peterborough, Ontario [35529]",Percent change in non-violent weighted clearance rate,Percent,44.18,-8.96
2012,"Toronto, Ontario [35535]",Crime severity index,Index,19.1,52.74
2012,"Toronto, Ontario [35535]",Percent change in crime severity index,Percent,19.2,-5.94
2012,"Toronto, Ontario [35535]",Violent crime severity index,Index,19.3,79.14
2012,"Toronto, Ontario [35535]",Percent change in violent crime severity index,Percent,19.4,-5.41
2012,"Toronto, Ontario [35535]",Non-violent crime severity index,Index,19.5,43.02
2012,"Toronto, Ontario [35535]",Percent change in non-violent crime severity index,Percent,19.6,-6.27
2012,"Toronto, Ontario [35535]",Youth crime severity index,Index,19.7,
2012,"Toronto, Ontario [35535]",Percent change in youth crime severity index,Percent,19.8,
2012,"Toronto, Ontario [35535]",Youth violent crime severity index,Index,19.9,
2012,"Toronto, Ontario [35535]",Percent change in youth violent crime severity index,Percent,19.1,
2012,"Toronto, Ontario [35535]",Youth non-violent crime severity index,Index,19.11,
2012,"Toronto, Ontario [35535]",Percent change in youth non-violent crime severity index,Percent,19.12,
2012,"Toronto, Ontario [35535]",Weighted clearance rate,Number,19.13,41.41
2012,"Toronto, Ontario [35535]",Percent change in weighted clearance rate,Percent,19.14,3.5
2012,"Toronto, Ontario [35535]",Violent weighted clearance rate,Number,19.15,53.52
2012,"Toronto, Ontario [35535]",Percent change in violent weighted clearance rate,Percent,19.16,1.96
2012,"Toronto, Ontario [35535]",Non-violent weighted clearance rate,Number,19.17,33.3
2012,"Toronto, Ontario [35535]",Percent change in non-violent weighted clearance rate,Percent,19.18,4.98
2012,"Hamilton, Ontario [35537]",Crime severity index,Index,20.1,61.12
2012,"Hamilton, Ontario [35537]",Percent change in crime severity index,Percent,20.2,-5.84
2012,"Hamilton, Ontario [35537]",Violent crime severity index,Index,20.3,62.87
2012,"Hamilton, Ontario [35537]",Percent change in violent crime severity index,Percent,20.4,-16.05
2012,"Hamilton, Ontario [35537]",Non-violent crime severity index,Index,20.5,60.35
2012,"Hamilton, Ontario [35537]",Percent change in non-violent crime severity index,Percent,20.6,-1.29
2012,"Hamilton, Ontario [35537]",Youth crime severity index,Index,20.7,
2012,"Hamilton, Ontario [35537]",Percent change in youth crime severity index,Percent,20.8,
2012,"Hamilton, Ontario [35537]",Youth violent crime severity index,Index,20.9,
2012,"Hamilton, Ontario [35537]",Percent change in youth violent crime severity index,Percent,20.1,
2012,"Hamilton, Ontario [35537]",Youth non-violent crime severity index,Index,20.11,
2012,"Hamilton, Ontario [35537]",Percent change in youth non-violent crime severity index,Percent,20.12,
2012,"Hamilton, Ontario [35537]",Weighted clearance rate,Number,20.13,35.61
2012,"Hamilton, Ontario [35537]",Percent change in weighted clearance rate,Percent,20.14,1.02
2012,"Hamilton, Ontario [35537]",Violent weighted clearance rate,Number,20.15,55.96
2012,"Hamilton, Ontario [35537]",Percent change in violent weighted clearance rate,Percent,20.16,1.29
2012,"Hamilton, Ontario [35537]",Non-violent weighted clearance rate,Number,20.17,27.89
2012,"Hamilton, Ontario [35537]",Percent change in non-violent weighted clearance rate,Percent,20.18,5.88
2012,"St.Catharines-Niagara, Ontario [35539]",Crime severity index,Index,21.1,64.05
2012,"St.Catharines-Niagara, Ontario [35539]",Percent change in crime severity index,Percent,21.2,4.23
2012,"St.Catharines-Niagara, Ontario [35539]",Violent crime severity index,Index,21.3,54.22
2012,"St.Catharines-Niagara, Ontario [35539]",Percent change in violent crime severity index,Percent,21.4,11.43
2012,"St.Catharines-Niagara, Ontario [35539]",Non-violent crime severity index,Index,21.5,67.5
2012,"St.Catharines-Niagara, Ontario [35539]",Percent change in non-violent crime severity index,Percent,21.6,2.3
2012,"St.Catharines-Niagara, Ontario [35539]",Youth crime severity index,Index,21.7,
2012,"St.Catharines-Niagara, Ontario [35539]",Percent change in youth crime severity index,Percent,21.8,
2012,"St.Catharines-Niagara, Ontario [35539]",Youth violent crime severity index,Index,21.9,
2012,"St.Catharines-Niagara, Ontario [35539]",Percent change in youth violent crime severity index,Percent,21.1,
2012,"St.Catharines-Niagara, Ontario [35539]",Youth non-violent crime severity index,Index,21.11,
2012,"St.Catharines-Niagara, Ontario [35539]",Percent change in youth non-violent crime severity index,Percent,21.12,
2012,"St.Catharines-Niagara, Ontario [35539]",Weighted clearance rate,Number,21.13,38.19
2012,"St.Catharines-Niagara, Ontario [35539]",Percent change in weighted clearance rate,Percent,21.14,-1.09
2012,"St.Catharines-Niagara, Ontario [35539]",Violent weighted clearance rate,Number,21.15,68.51
2012,"St.Catharines-Niagara, Ontario [35539]",Percent change in violent weighted clearance rate,Percent,21.16,-5.2
2012,"St.Catharines-Niagara, Ontario [35539]",Non-violent weighted clearance rate,Number,21.17,29.32
2012,"St.Catharines-Niagara, Ontario [35539]",Percent change in non-violent weighted clearance rate,Percent,21.18,-0.85
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Crime severity index,Index,22.1,59.48
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in crime severity index,Percent,22.2,-7.19
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Violent crime severity index,Index,22.3,62.09
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in violent crime severity index,Percent,22.4,-13.22
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Non-violent crime severity index,Index,22.5,58.41
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in non-violent crime severity index,Percent,22.6,-4.62
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Youth crime severity index,Index,22.7,
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in youth crime severity index,Percent,22.8,
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Youth violent crime severity index,Index,22.9,
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in youth violent crime severity index,Percent,22.1,
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Youth non-violent crime severity index,Index,22.11,
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in youth non-violent crime severity index,Percent,22.12,
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Weighted clearance rate,Number,22.13,40.15
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in weighted clearance rate,Percent,22.14,-6.84
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Violent weighted clearance rate,Number,22.15,57.29
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in violent weighted clearance rate,Percent,22.16,-5.9
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Non-violent weighted clearance rate,Number,22.17,33.52
2012,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Percent change in non-violent weighted clearance rate,Percent,22.18,-5.68
2012,"Brantford, Ontario [35543]",Crime severity index,Index,45.1,92.34
2012,"Brantford, Ontario [35543]",Percent change in crime severity index,Percent,45.2,0.81
2012,"Brantford, Ontario [35543]",Violent crime severity index,Index,45.3,67.88
2012,"Brantford, Ontario [35543]",Percent change in violent crime severity index,Percent,45.4,-22.52
2012,"Brantford, Ontario [35543]",Non-violent crime severity index,Index,45.5,101.05
2012,"Brantford, Ontario [35543]",Percent change in non-violent crime severity index,Percent,45.6,8.82
2012,"Brantford, Ontario [35543]",Youth crime severity index,Index,45.7,
2012,"Brantford, Ontario [35543]",Percent change in youth crime severity index,Percent,45.8,
2012,"Brantford, Ontario [35543]",Youth violent crime severity index,Index,45.9,
2012,"Brantford, Ontario [35543]",Percent change in youth violent crime severity index,Percent,45.1,
2012,"Brantford, Ontario [35543]",Youth non-violent crime severity index,Index,45.11,
2012,"Brantford, Ontario [35543]",Percent change in youth non-violent crime severity index,Percent,45.12,
2012,"Brantford, Ontario [35543]",Weighted clearance rate,Number,45.13,35.61
2012,"Brantford, Ontario [35543]",Percent change in weighted clearance rate,Percent,45.14,-14.32
2012,"Brantford, Ontario [35543]",Violent weighted clearance rate,Number,45.15,64.68
2012,"Brantford, Ontario [35543]",Percent change in violent weighted clearance rate,Percent,45.16,-7.47
2012,"Brantford, Ontario [35543]",Non-violent weighted clearance rate,Number,45.17,28.5
2012,"Brantford, Ontario [35543]",Percent change in non-violent weighted clearance rate,Percent,45.18,-10.46
2012,"Guelph, Ontario [35550]",Crime severity index,Index,46.1,50.79
2012,"Guelph, Ontario [35550]",Percent change in crime severity index,Percent,46.2,6.12
2012,"Guelph, Ontario [35550]",Violent crime severity index,Index,46.3,53.28
2012,"Guelph, Ontario [35550]",Percent change in violent crime severity index,Percent,46.4,6.11
2012,"Guelph, Ontario [35550]",Non-violent crime severity index,Index,46.5,49.79
2012,"Guelph, Ontario [35550]",Percent change in non-violent crime severity index,Percent,46.6,6.16
2012,"Guelph, Ontario [35550]",Youth crime severity index,Index,46.7,
2012,"Guelph, Ontario [35550]",Percent change in youth crime severity index,Percent,46.8,
2012,"Guelph, Ontario [35550]",Youth violent crime severity index,Index,46.9,
2012,"Guelph, Ontario [35550]",Percent change in youth violent crime severity index,Percent,46.1,
2012,"Guelph, Ontario [35550]",Youth non-violent crime severity index,Index,46.11,
2012,"Guelph, Ontario [35550]",Percent change in youth non-violent crime severity index,Percent,46.12,
2012,"Guelph, Ontario [35550]",Weighted clearance rate,Number,46.13,44.33
2012,"Guelph, Ontario [35550]",Percent change in weighted clearance rate,Percent,46.14,11.07
2012,"Guelph, Ontario [35550]",Violent weighted clearance rate,Number,46.15,71.35
2012,"Guelph, Ontario [35550]",Percent change in violent weighted clearance rate,Percent,46.16,11.33
2012,"Guelph, Ontario [35550]",Non-violent weighted clearance rate,Number,46.17,33.81
2012,"Guelph, Ontario [35550]",Percent change in non-violent weighted clearance rate,Percent,46.18,10.93
2012,"London, Ontario [35555]",Crime severity index,Index,23.1,75.66
2012,"London, Ontario [35555]",Percent change in crime severity index,Percent,23.2,-5.33
2012,"London, Ontario [35555]",Violent crime severity index,Index,23.3,65.06
2012,"London, Ontario [35555]",Percent change in violent crime severity index,Percent,23.4,-9.21
2012,"London, Ontario [35555]",Non-violent crime severity index,Index,23.5,79.36
2012,"London, Ontario [35555]",Percent change in non-violent crime severity index,Percent,23.6,-4.11
2012,"London, Ontario [35555]",Youth crime severity index,Index,23.7,
2012,"London, Ontario [35555]",Percent change in youth crime severity index,Percent,23.8,
2012,"London, Ontario [35555]",Youth violent crime severity index,Index,23.9,
2012,"London, Ontario [35555]",Percent change in youth violent crime severity index,Percent,23.1,
2012,"London, Ontario [35555]",Youth non-violent crime severity index,Index,23.11,
2012,"London, Ontario [35555]",Percent change in youth non-violent crime severity index,Percent,23.12,
2012,"London, Ontario [35555]",Weighted clearance rate,Number,23.13,46.55
2012,"London, Ontario [35555]",Percent change in weighted clearance rate,Percent,23.14,-0.17
2012,"London, Ontario [35555]",Violent weighted clearance rate,Number,23.15,72.86
2012,"London, Ontario [35555]",Percent change in violent weighted clearance rate,Percent,23.16,1.79
2012,"London, Ontario [35555]",Non-violent weighted clearance rate,Number,23.17,38.7
2012,"London, Ontario [35555]",Percent change in non-violent weighted clearance rate,Percent,23.18,-0.21
2012,"Windsor, Ontario [35559]",Crime severity index,Index,24.1,66.96
2012,"Windsor, Ontario [35559]",Percent change in crime severity index,Percent,24.2,6.54
2012,"Windsor, Ontario [35559]",Violent crime severity index,Index,24.3,67.15
2012,"Windsor, Ontario [35559]",Percent change in violent crime severity index,Percent,24.4,12.25
2012,"Windsor, Ontario [35559]",Non-violent crime severity index,Index,24.5,66.76
2012,"Windsor, Ontario [35559]",Percent change in non-violent crime severity index,Percent,24.6,4.61
2012,"Windsor, Ontario [35559]",Youth crime severity index,Index,24.7,
2012,"Windsor, Ontario [35559]",Percent change in youth crime severity index,Percent,24.8,
2012,"Windsor, Ontario [35559]",Youth violent crime severity index,Index,24.9,
2012,"Windsor, Ontario [35559]",Percent change in youth violent crime severity index,Percent,24.1,
2012,"Windsor, Ontario [35559]",Youth non-violent crime severity index,Index,24.11,
2012,"Windsor, Ontario [35559]",Percent change in youth non-violent crime severity index,Percent,24.12,
2012,"Windsor, Ontario [35559]",Weighted clearance rate,Number,24.13,40.79
2012,"Windsor, Ontario [35559]",Percent change in weighted clearance rate,Percent,24.14,1.95
2012,"Windsor, Ontario [35559]",Violent weighted clearance rate,Number,24.15,66.47
2012,"Windsor, Ontario [35559]",Percent change in violent weighted clearance rate,Percent,24.16,1.36
2012,"Windsor, Ontario [35559]",Non-violent weighted clearance rate,Number,24.17,31.39
2012,"Windsor, Ontario [35559]",Percent change in non-violent weighted clearance rate,Percent,24.18,0.35
2012,"Barrie, Ontario [35568]",Crime severity index,Index,47.1,49.38
2012,"Barrie, Ontario [35568]",Percent change in crime severity index,Percent,47.2,-6.87
2012,"Barrie, Ontario [35568]",Violent crime severity index,Index,47.3,44.02
2012,"Barrie, Ontario [35568]",Percent change in violent crime severity index,Percent,47.4,-1.83
2012,"Barrie, Ontario [35568]",Non-violent crime severity index,Index,47.5,51.23
2012,"Barrie, Ontario [35568]",Percent change in non-violent crime severity index,Percent,47.6,-8.32
2012,"Barrie, Ontario [35568]",Youth crime severity index,Index,47.7,
2012,"Barrie, Ontario [35568]",Percent change in youth crime severity index,Percent,47.8,
2012,"Barrie, Ontario [35568]",Youth violent crime severity index,Index,47.9,
2012,"Barrie, Ontario [35568]",Percent change in youth violent crime severity index,Percent,47.1,
2012,"Barrie, Ontario [35568]",Youth non-violent crime severity index,Index,47.11,
2012,"Barrie, Ontario [35568]",Percent change in youth non-violent crime severity index,Percent,47.12,
2012,"Barrie, Ontario [35568]",Weighted clearance rate,Number,47.13,42.37
2012,"Barrie, Ontario [35568]",Percent change in weighted clearance rate,Percent,47.14,3.67
2012,"Barrie, Ontario [35568]",Violent weighted clearance rate,Number,47.15,73.63
2012,"Barrie, Ontario [35568]",Percent change in violent weighted clearance rate,Percent,47.16,4.28
2012,"Barrie, Ontario [35568]",Non-violent weighted clearance rate,Number,47.17,32.59
2012,"Barrie, Ontario [35568]",Percent change in non-violent weighted clearance rate,Percent,47.18,1.24
2012,"Greater Sudbury, Ontario [35580]",Crime severity index,Index,25.1,71.37
2012,"Greater Sudbury, Ontario [35580]",Percent change in crime severity index,Percent,25.2,-9.76
2012,"Greater Sudbury, Ontario [35580]",Violent crime severity index,Index,25.3,74.68
2012,"Greater Sudbury, Ontario [35580]",Percent change in violent crime severity index,Percent,25.4,-4.79
2012,"Greater Sudbury, Ontario [35580]",Non-violent crime severity index,Index,25.5,70.02
2012,"Greater Sudbury, Ontario [35580]",Percent change in non-violent crime severity index,Percent,25.6,-11.55
2012,"Greater Sudbury, Ontario [35580]",Youth crime severity index,Index,25.7,
2012,"Greater Sudbury, Ontario [35580]",Percent change in youth crime severity index,Percent,25.8,
2012,"Greater Sudbury, Ontario [35580]",Youth violent crime severity index,Index,25.9,
2012,"Greater Sudbury, Ontario [35580]",Percent change in youth violent crime severity index,Percent,25.1,
2012,"Greater Sudbury, Ontario [35580]",Youth non-violent crime severity index,Index,25.11,
2012,"Greater Sudbury, Ontario [35580]",Percent change in youth non-violent crime severity index,Percent,25.12,
2012,"Greater Sudbury, Ontario [35580]",Weighted clearance rate,Number,25.13,47.13
2012,"Greater Sudbury, Ontario [35580]",Percent change in weighted clearance rate,Percent,25.14,8.9
2012,"Greater Sudbury, Ontario [35580]",Violent weighted clearance rate,Number,25.15,77.11
2012,"Greater Sudbury, Ontario [35580]",Percent change in violent weighted clearance rate,Percent,25.16,15.37
2012,"Greater Sudbury, Ontario [35580]",Non-violent weighted clearance rate,Number,25.17,35.49
2012,"Greater Sudbury, Ontario [35580]",Percent change in non-violent weighted clearance rate,Percent,25.18,2.01
2012,"Thunder Bay, Ontario [35595]",Crime severity index,Index,26.1,88.01
2012,"Thunder Bay, Ontario [35595]",Percent change in crime severity index,Percent,26.2,-16.75
2012,"Thunder Bay, Ontario [35595]",Violent crime severity index,Index,26.3,119.08
2012,"Thunder Bay, Ontario [35595]",Percent change in violent crime severity index,Percent,26.4,-4.34
2012,"Thunder Bay, Ontario [35595]",Non-violent crime severity index,Index,26.5,76.53
2012,"Thunder Bay, Ontario [35595]",Percent change in non-violent crime severity index,Percent,26.6,-22.45
2012,"Thunder Bay, Ontario [35595]",Youth crime severity index,Index,26.7,
2012,"Thunder Bay, Ontario [35595]",Percent change in youth crime severity index,Percent,26.8,
2012,"Thunder Bay, Ontario [35595]",Youth violent crime severity index,Index,26.9,
2012,"Thunder Bay, Ontario [35595]",Percent change in youth violent crime severity index,Percent,26.1,
2012,"Thunder Bay, Ontario [35595]",Youth non-violent crime severity index,Index,26.11,
2012,"Thunder Bay, Ontario [35595]",Percent change in youth non-violent crime severity index,Percent,26.12,
2012,"Thunder Bay, Ontario [35595]",Weighted clearance rate,Number,26.13,47.58
2012,"Thunder Bay, Ontario [35595]",Percent change in weighted clearance rate,Percent,26.14,10.11
2012,"Thunder Bay, Ontario [35595]",Violent weighted clearance rate,Number,26.15,69.07
2012,"Thunder Bay, Ontario [35595]",Percent change in violent weighted clearance rate,Percent,26.16,4.92
2012,"Thunder Bay, Ontario [35595]",Non-violent weighted clearance rate,Number,26.17,35.41
2012,"Thunder Bay, Ontario [35595]",Percent change in non-violent weighted clearance rate,Percent,26.18,7.86
2012,Manitoba [46],Crime severity index,Index,28.1,114.46
2012,Manitoba [46],Percent change in crime severity index,Percent,28.2,-1.32
2012,Manitoba [46],Violent crime severity index,Index,28.3,155.86
2012,Manitoba [46],Percent change in violent crime severity index,Percent,28.4,-4.69
2012,Manitoba [46],Non-violent crime severity index,Index,28.5,99.15
2012,Manitoba [46],Percent change in non-violent crime severity index,Percent,28.6,0.71
2012,Manitoba [46],Youth crime severity index,Index,28.7,144.46
2012,Manitoba [46],Percent change in youth crime severity index,Percent,28.8,-8.81
2012,Manitoba [46],Youth violent crime severity index,Index,28.9,166.31
2012,Manitoba [46],Percent change in youth violent crime severity index,Percent,28.1,-16.53
2012,Manitoba [46],Youth non-violent crime severity index,Index,28.11,128.35
2012,Manitoba [46],Percent change in youth non-violent crime severity index,Percent,28.12,-0.34
2012,Manitoba [46],Weighted clearance rate,Number,28.13,44.88
2012,Manitoba [46],Percent change in weighted clearance rate,Percent,28.14,1.01
2012,Manitoba [46],Violent weighted clearance rate,Number,28.15,63.27
2012,Manitoba [46],Percent change in violent weighted clearance rate,Percent,28.16,1.05
2012,Manitoba [46],Non-violent weighted clearance rate,Number,28.17,34.35
2012,Manitoba [46],Percent change in non-violent weighted clearance rate,Percent,28.18,2.75
2012,"Winnipeg, Manitoba [46602]",Crime severity index,Index,29.1,98.41
2012,"Winnipeg, Manitoba [46602]",Percent change in crime severity index,Percent,29.2,-4.99
2012,"Winnipeg, Manitoba [46602]",Violent crime severity index,Index,29.3,148.8
2012,"Winnipeg, Manitoba [46602]",Percent change in violent crime severity index,Percent,29.4,-8.86
2012,"Winnipeg, Manitoba [46602]",Non-violent crime severity index,Index,29.5,79.87
